ghash,lat,lon,gtype,poi,pname_th,pname_en,city_code
12.929-100.957,12.929,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.930-100.958,12.93,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.930-100.959,12.93,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.930-100.957,12.93,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.931-100.958,12.931,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.931-100.959,12.931,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.931-100.957,12.931,100.957,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.932-100.958,12.932,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.932-100.959,12.932,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.933-100.959,12.933,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.933-100.958,12.933,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.934-100.958,12.934,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.935-100.959,12.935,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.935-100.958,12.935,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.934-100.959,12.934,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.936-100.959,12.936,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.936-100.958,12.936,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.937-100.958,12.937,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.937-100.959,12.937,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.938-100.959,12.938,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.938-100.958,12.938,100.958,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.939-100.959,12.939,100.959,100,cbi-089,อ่างเก็บน้ำมาบประชัน,Map Prachan Reservoir,CBI
12.923-100.868,12.923,100.868,100,cbi-090,อีซี่คาร์ท พัทยา,Easy Kart Pattaya,CBI
12.922-100.868,12.922,100.868,100,cbi-090,อีซี่คาร์ท พัทยา,Easy Kart Pattaya,CBI
12.923-100.867,12.923,100.867,100,cbi-090,อีซี่คาร์ท พัทยา,Easy Kart Pattaya,CBI
12.957-100.941,12.957,100.941,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.956-100.940,12.956,100.94,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.957-100.940,12.957,100.94,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.958-100.941,12.958,100.941,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.958-100.942,12.958,100.942,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.957-100.942,12.957,100.942,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.956-100.942,12.956,100.942,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.956-100.941,12.956,100.941,100,cbi-091,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,Million Years Stone Park and Pattaya Crocodile Farm,CBI
12.834-100.964,12.834,100.964,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.833-100.965,12.833,100.965,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.833-100.964,12.833,100.964,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.832-100.965,12.832,100.965,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.832-100.964,12.832,100.964,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.832-100.966,12.832,100.966,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.831-100.965,12.831,100.965,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
12.834-100.965,12.834,100.965,100,cbi-092,ชุมชนจีนบ้านชากแง้ว,Ban Cha Ngao Chinese Community,CBI
13.340-100.926,13.34,100.926,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.340-100.927,13.34,100.927,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.341-100.926,13.341,100.926,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.341-100.927,13.341,100.927,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.341-100.928,13.341,100.928,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.342-100.927,13.342,100.927,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.342-100.926,13.342,100.926,100,cbi-093,ตลาดเก่าอ่างศิลา 133 ปี,Ang Sila Old Market 133 years old,CBI
13.281-100.936,13.281,100.936,100,cbi-094,ตลาดหนองมน,Nong Mon Market,CBI
13.280-100.936,13.28,100.936,100,cbi-094,ตลาดหนองมน,Nong Mon Market,CBI
13.280-100.935,13.28,100.935,100,cbi-094,ตลาดหนองมน,Nong Mon Market,CBI
13.282-100.936,13.282,100.936,100,cbi-094,ตลาดหนองมน,Nong Mon Market,CBI
13.281-100.935,13.281,100.935,100,cbi-094,ตลาดหนองมน,Nong Mon Market,CBI
13.437-101.052,13.437,101.052,100,cbi-095,พิพิธภัณฑ์เรือนไทย,Thai House Museum,CBI
13.437-101.051,13.437,101.051,100,cbi-095,พิพิธภัณฑ์เรือนไทย,Thai House Museum,CBI
13.437-101.053,13.437,101.053,100,cbi-095,พิพิธภัณฑ์เรือนไทย,Thai House Museum,CBI
13.438-101.052,13.438,101.052,100,cbi-095,พิพิธภัณฑ์เรือนไทย,Thai House Museum,CBI
12.955-100.908,12.955,100.908,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.954-100.908,12.954,100.908,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.954-100.909,12.954,100.909,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.955-100.909,12.955,100.909,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.956-100.909,12.956,100.909,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.956-100.908,12.956,100.908,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.956-100.910,12.956,100.91,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.955-100.910,12.955,100.91,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.954-100.910,12.954,100.91,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.953-100.909,12.953,100.909,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.953-100.908,12.953,100.908,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.952-100.909,12.952,100.909,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.953-100.910,12.953,100.91,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.954-100.911,12.954,100.911,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.953-100.911,12.953,100.911,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.952-100.911,12.952,100.911,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.952-100.910,12.952,100.91,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.951-100.911,12.951,100.911,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.951-100.910,12.951,100.91,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.953-100.912,12.953,100.912,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.954-100.912,12.954,100.912,100,cbi-096,เมืองจำลอง,Mini Town,CBI
12.952-100.912,12.952,100.912,100,cbi-096,เมืองจำลอง,Mini Town,CBI
13.376-101.001,13.376,101.001,100,cbi-097,วัดธรรมนิมิตต์,Wat Thamnimit,CBI
13.377-101.001,13.377,101.001,100,cbi-097,วัดธรรมนิมิตต์,Wat Thamnimit,CBI
13.377-101.000,13.377,101,100,cbi-097,วัดธรรมนิมิตต์,Wat Thamnimit,CBI
13.376-101.000,13.376,101,100,cbi-097,วัดธรรมนิมิตต์,Wat Thamnimit,CBI
13.375-101.001,13.375,101.001,100,cbi-097,วัดธรรมนิมิตต์,Wat Thamnimit,CBI
13.402-101.044,13.402,101.044,100,cbi-098,วัดสังกะสี,Wat Sanga See,CBI
13.401-101.044,13.401,101.044,100,cbi-098,วัดสังกะสี,Wat Sanga See,CBI
13.402-101.043,13.402,101.043,100,cbi-098,วัดสังกะสี,Wat Sanga See,CBI
12.788-100.954,12.788,100.954,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.787-100.954,12.787,100.954,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.788-100.955,12.788,100.955,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.787-100.956,12.787,100.956,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.787-100.955,12.787,100.955,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.786-100.956,12.786,100.956,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.786-100.955,12.786,100.955,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
12.786-100.954,12.786,100.954,100,cbi-099,วิหารเซียน (เอนกกุศลศาลา),Vihara Xian (Anekkuson Sala),CBI
13.168-100.806,13.168,100.806,100,cbi-100,ศาลเจ้าพ่อเขาใหญ่,Chao Por Khao Yai Shrine,CBI
13.168-100.807,13.168,100.807,100,cbi-100,ศาลเจ้าพ่อเขาใหญ่,Chao Por Khao Yai Shrine,CBI
13.455-101.179,13.455,101.179,100,cbi-101,ศูนย์จักสานพนัสนิคม,Phanus Nikhom Exhibition Center,CBI
13.455-101.180,13.455,101.18,100,cbi-101,ศูนย์จักสานพนัสนิคม,Phanus Nikhom Exhibition Center,CBI
12.933-100.904,12.933,100.904,100,cbi-102,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,4D Replica Ceremonial Ship Show Center,CBI
12.934-100.904,12.934,100.904,100,cbi-102,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,4D Replica Ceremonial Ship Show Center,CBI
13.372-100.976,13.372,100.976,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.373-100.977,13.373,100.977,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.372-100.977,13.372,100.977,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.374-100.977,13.374,100.977,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.375-100.978,13.375,100.978,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.375-100.977,13.375,100.977,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.376-100.978,13.376,100.978,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.377-100.979,13.377,100.979,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.377-100.978,13.377,100.978,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.378-100.980,13.378,100.98,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.378-100.979,13.378,100.979,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.379-100.981,13.379,100.981,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
13.379-100.980,13.379,100.98,100,cbi-103,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,Chollamarkwithi Bridge 84 Years,CBI
12.877-100.910,12.877,100.91,100,cbi-104,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,Karen Village,CBI
12.603-100.961,12.603,100.961,100,cbi-105,หมู่บ้านช่องแสมสาร,Chong Samae San Village,CBI
12.602-100.961,12.602,100.961,100,cbi-105,หมู่บ้านช่องแสมสาร,Chong Samae San Village,CBI
12.603-100.960,12.603,100.96,100,cbi-105,หมู่บ้านช่องแสมสาร,Chong Samae San Village,CBI
13.285-100.925,13.285,100.925,100,cbi-106,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,Eastern Art and Culture Hall Burapha University,CBI
12.905-100.976,12.905,100.976,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
12.905-100.975,12.905,100.975,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
12.904-100.975,12.904,100.975,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
12.904-100.976,12.904,100.976,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
12.904-100.977,12.904,100.977,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
12.905-100.977,12.905,100.977,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
12.903-100.976,12.903,100.976,100,cbi-107,อุทยานสามก๊ก,Three Kingdoms Park,CBI
13.340-100.925,13.34,100.925,100,cbi-108,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,Red Building Chaloem Phra Kiat Museum,CBI
13.340-100.926,13.34,100.926,100,cbi-108,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,Red Building Chaloem Phra Kiat Museum,CBI
12.602-100.950,12.602,100.95,100,cbi-109,พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),Thai Island and Sea Natural History Museum (Khao Ma Jo),CBI
12.663-100.862,12.663,100.862,100,cbi-110,พิพิธภัณฑ์นาวิกโยธิน,Marine Corps Museum,CBI
12.662-100.862,12.662,100.862,100,cbi-110,พิพิธภัณฑ์นาวิกโยธิน,Marine Corps Museum,CBI
12.626-100.913,12.626,100.913,100,cbi-111,เรือหลวงจักรีนฤเบศร,Royal Battleship Jakgreenrubet,CBI
12.625-100.913,12.625,100.913,100,cbi-111,เรือหลวงจักรีนฤเบศร,Royal Battleship Jakgreenrubet,CBI
13.338-100.955,13.338,100.955,100,cbi-112,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,Astroscience Center,CBI
