,Unnamed: 0,poi,pname_en,pname_th,lat,lon,travel_time,pp_last_night,pp_morning,pp_afternoon,pp_evening,pp_night,pp_all,date
14763,14763,cbi-001,Laem Thaen,แหลมแท่น,13.3014,100.9008,,0,0,0,0,0,0,2020-01-12
14791,14791,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.1738,100.9195,,0,0,0,0,0,0,2020-01-12
14816,14816,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.9274,100.8758571,128.3598639,2,16,14,13,6,51,2020-01-12
14815,14815,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.9725,100.9755,,0,0,0,0,0,0,2020-01-12
14814,14814,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.1535,100.98299999999999,143.0,0,0,0,1,0,1,2020-01-12
14813,14813,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.7755,100.90700000000001,,0,0,0,0,0,0,2020-01-12
14812,14812,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.35933333,100.9833333,,0,0,0,0,0,0,2020-01-12
14811,14811,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.1765,,0,0,0,0,0,0,2020-01-12
14810,14810,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.25185714,100.8774286,52.75,0,2,1,0,0,3,2020-01-12
14790,14790,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,,0,0,0,0,0,0,2020-01-12
14808,14808,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.3635,100.9875,,0,0,0,0,0,0,2020-01-12
14807,14807,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.6632,100.8976,,0,0,0,0,0,0,2020-01-12
14806,14806,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.50533333,101.1653333,,0,0,0,0,0,0,2020-01-12
14805,14805,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.9956,100.9418,95.8,1,5,1,0,0,7,2020-01-12
14809,14809,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.3365,100.9275,,0,0,0,0,0,0,2020-01-12
14803,14803,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.2895,101.042,,0,0,0,0,0,0,2020-01-12
14804,14804,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.2985,100.9175,,0,0,0,0,0,0,2020-01-12
14793,14793,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.9725,100.8885,,0,0,0,0,0,0,2020-01-12
14794,14794,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2020-01-12
14795,14795,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.4535,101.184,,0,0,0,0,0,0,2020-01-12
14796,14796,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.9565,,0,0,0,0,0,0,2020-01-12
14792,14792,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.76422857,100.9549143,43.0,0,0,0,1,0,1,2020-01-12
14798,14798,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,,0,0,0,0,0,0,2020-01-12
14799,14799,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.1405,,0,0,0,0,0,0,2020-01-12
14800,14800,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.3665,101.2465,,0,0,0,0,0,0,2020-01-12
14801,14801,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.7895,100.9595,72.0,0,0,1,0,0,1,2020-01-12
14802,14802,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2020-01-12
14797,14797,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.8175,,0,0,0,0,0,0,2020-01-12
14946,14946,cbi-074,Sea Turtle Conservation Center Sattahip Naval Base,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,12.6354,100.9252,,0,0,0,0,0,0,2020-01-13
14947,14947,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.2845,100.9245,,0,0,0,0,0,0,2020-01-13
14948,14948,cbi-076,Elephant Park (Krathing Lai),สวนช้าง (กระทิงลาย),12.985999999999999,100.956,59.5,0,5,2,1,0,8,2020-01-13
14949,14949,cbi-077,Nong Nooch Tropical Botanical Garden,สวนนงนุช,12.7663871,100.9320645,133.3222222,0,2,4,12,1,19,2020-01-13
14952,14952,cbi-080,Nong Ta Yu Arboretum,สวนรุกขชาติหนองตาอยู่,13.1555,100.9945,34.0,1,0,0,0,0,1,2020-01-13
14951,14951,cbi-079,Big Bee Garden,สวนผึ้งบิ๊กบี,12.974,100.9675,102.6071429,0,2,0,4,3,9,2020-01-13
14953,14953,cbi-081,Khao Kheow Open Zoo,สวนสัตว์เปิดเขาเขียว,13.205,101.055,133.0555556,0,13,4,3,0,20,2020-01-13
14954,14954,cbi-082,Rama IX Commemoration Public Park,สวนสาธารณะเฉลิมพระเกียรติ ร.9,13.33685714,100.9560714,,0,0,0,0,0,0,2020-01-13
14955,14955,cbi-083,Sriracha Tiger Zoo,สวนเสือศรีราชา,13.14935,101.0119,147.39375,0,17,11,4,0,32,2020-01-13
14950,14950,cbi-078,Panarak Forest Park,สวนป่าพนารักษ์,12.9275,100.948,,0,0,0,0,0,0,2020-01-13
14945,14945,cbi-073,Wonder Farm,วันเดอร์ฟาร์ม,12.7805,100.956,,0,0,0,0,0,0,2020-01-13
14932,14932,cbi-060,Baan Sukhawadee,บ้านสุขาวดี,12.9815,100.9175,94.0,0,2,2,12,1,17,2020-01-13
14943,14943,cbi-071,Tuxedo  Magic Theatre Pattaya,โรงละครมายากล ทักซิโด้ พัทยา,12.9465,100.889,54.75,0,1,1,3,2,7,2020-01-13
14942,14942,cbi-070,Thai Alangkarn Theatre,โรงละครไทยอลังการ,12.8505,100.9145,,0,0,0,0,0,0,2020-01-13
14941,14941,cbi-069,Pilom Thai Submarine,เรือดำน้ำวิมานใต้ทะเล,12.923,100.885,,0,0,0,0,0,0,2020-01-13
14940,14940,cbi-068,Mimosa Pattaya,มิโมซ่า พัทยา,12.8395,100.912,,0,0,0,0,0,0,2020-01-13
14939,14939,cbi-067,Percula Farm,เพอคูล่าฟาร์ม,12.602,100.95299999999999,,0,0,0,0,0,0,2020-01-13
14938,14938,cbi-066,Paintball Park,เพ้นท์บอลปาร์ค,12.905999999999999,100.883,,0,0,0,0,0,0,2020-01-13
14937,14937,cbi-065,Glass Art Museum,พิพิธภัณฑ์ศิลปะในขวดแก้ว,12.956,100.90700000000001,,0,0,0,0,0,0,2020-01-13
14936,14936,cbi-064,Ripley's Museum,พิพิธภัณฑ์ริบลีส์,12.927999999999999,100.87799999999999,105.25,0,0,2,1,1,4,2020-01-13
14935,14935,cbi-063,Teddy Bear Museum,พิพิธภัณฑ์ตุ๊กตาหมี,12.946,100.8845,82.5,0,0,0,2,0,2,2020-01-13
14934,14934,cbi-062,Pattaya Dolphin World & Resort,พัทยาดอลฟินเวิลด์แอนด์รีสอร์ท,12.834000000000001,100.9415,59.0,0,0,1,1,0,2,2020-01-13
14933,14933,cbi-061,Pattaya Shooting Park,พัทยาชู้ทติ้ง พาร์ค,12.8635,100.9155,,0,0,0,0,0,0,2020-01-13
14956,14956,cbi-084,Pattaya Elephant Village,หมู่บ้านช้างพัทยา,12.88072222,100.9281667,,0,0,0,0,0,0,2020-01-13
14944,14944,cbi-072,Silver Lake Vineyard,ไร่องุ่นซิลเวอร์เลค,12.75837037,100.9625556,82.33333333,0,0,1,2,0,3,2020-01-13
14957,14957,cbi-085,Bali Hai Cape,แหลมบาลีฮาย,12.92672727,100.86690909999999,135.0,0,0,1,15,1,17,2020-01-13
14970,14970,cbi-098,Wat Sanga See,วัดสังกะสี,13.40166667,101.0436667,,0,0,0,0,0,0,2020-01-13
14959,14959,cbi-087,Alcazar Show,อัลคาซาร์โชว์,12.9425,100.8885,169.35416669999998,0,1,2,15,3,21,2020-01-13
14931,14931,cbi-059,Tiffany's Show,ทิฟฟานี่โชว์,12.9485,100.887,96.0,0,0,0,6,0,6,2020-01-13
14983,14983,cbi-111,Royal Battleship Jakgreenrubet,เรือหลวงจักรีนฤเบศร,12.6255,100.913,,0,0,0,0,0,0,2020-01-13
14982,14982,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.6625,100.86200000000001,92.0,0,1,0,0,0,1,2020-01-13
14981,14981,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2020-01-13
14980,14980,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.9255,,0,0,0,0,0,0,2020-01-13
14979,14979,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.90428571,100.976,,0,0,0,0,0,0,2020-01-13
14978,14978,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2020-01-13
14977,14977,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.60266667,100.9606667,,0,0,0,0,0,0,2020-01-13
14976,14976,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,52.38095238,0,0,10,11,0,21,2020-01-13
14975,14975,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.37576923,100.97823079999999,,0,0,0,0,0,0,2020-01-13
14974,14974,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.9335,100.904,,0,0,0,0,0,0,2020-01-13
14958,14958,cbi-086,Under Water World Pattaya,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,12.8965,100.8955,64.0,0,2,0,2,0,4,2020-01-13
14973,14973,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.1795,,0,0,0,0,0,0,2020-01-13
14971,14971,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.786875,100.954875,100.0,0,1,0,0,0,1,2020-01-13
14969,14969,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.3762,101.0006,155.0,0,0,0,1,0,1,2020-01-13
14968,14968,cbi-096,Mini Town,เมืองจำลอง,12.95354545,100.9098636,125.78787879999999,2,2,1,8,7,20,2020-01-13
14967,14967,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.43725,101.052,,0,0,0,0,0,0,2020-01-13
14966,14966,cbi-094,Nong Mon Market,ตลาดหนองมน,13.2808,100.9356,49.0,0,0,0,1,0,1,2020-01-13
14965,14965,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.92671429999999,,0,0,0,0,0,0,2020-01-13
14964,14964,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.832625,100.96475,,0,0,0,0,0,0,2020-01-13
14963,14963,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.956875,100.941125,82.86666667,0,3,8,1,0,12,2020-01-13
14962,14962,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.92266667,100.8676667,164.2738095,0,0,2,15,3,20,2020-01-13
14961,14961,cbi-089,Map Prachan Reservoir,อ่างเก็บน้ำมาบประชัน,12.93417895,100.9641579,162.77777780000002,0,3,1,1,1,6,2020-01-13
14960,14960,cbi-088,Bang Phra Reservoir,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),13.22985714,100.99571429999999,,0,0,0,0,0,0,2020-01-13
14972,14972,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.8065,,0,0,0,0,0,0,2020-01-13
14930,14930,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.86771429,100.9048571,84.8,0,1,4,6,1,12,2020-01-13
14984,14984,cbi-112,Astroscience Center,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,13.338,100.955,,0,0,0,0,0,0,2020-01-13
14929,14929,cbi-057,Jungle Bungy Jump Jomtien,จังเกิล บันจี้จั๊ม จอมเทียน,12.883,100.88799999999999,193.0,0,1,0,0,0,1,2020-01-13
14898,14898,cbi-025,Khao Cha-ang Ha Yod Cave,ถ้ำเขาชะอางค์ห้ายอด,13.16125,101.5970833,,0,0,0,0,0,0,2020-01-13
14897,14897,cbi-024,Khao Cha-ang Song Krueng Cave,ถ้ำเขาชะอางค์ทรงเครื่อง,13.1995,101.58,,0,0,0,0,0,0,2020-01-13
14896,14896,cbi-023,Samae Beach (Koh Larn),หาดแสม (เกาะล้าน),12.91108333,100.7695,,0,0,0,0,0,0,2020-01-13
14895,14895,cbi-022,Wonnapa Beach,หาดวอนนภา,13.26833333,100.9233333,,0,0,0,0,0,0,2020-01-13
14894,14894,cbi-021,Wong Amat Beach,หาดวงศ์อำมาตย์,12.96235294,100.8833529,93.0,0,0,1,4,1,6,2020-01-13
14893,14893,cbi-020,Wong Phra Chan Beach,หาดวงพระจันทร์,12.9725,100.8925,92.95833333,0,4,3,0,0,7,2020-01-13
14892,14892,cbi-019,Yin Yom Beach,หาดยินยอม,12.90844444,100.85677779999999,110.0,0,0,0,0,1,1,2020-01-13
14891,14891,cbi-018,Pattaya Beach,หาดพัทยา,12.9375,100.8814167,115.06969699999999,1,6,8,18,4,37,2020-01-13
14890,14890,cbi-017,Nang Ram Beach,หาดนางรำ,12.61466667,100.9216667,,0,0,0,0,0,0,2020-01-13
14889,14889,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9002,100.7766,,0,0,0,0,0,0,2020-01-13
14888,14888,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.6415,100.92833329999999,,0,0,0,0,0,0,2020-01-13
14887,14887,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.74188889,100.8405556,,0,0,0,0,0,0,2020-01-13
14886,14886,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,,0,0,0,0,0,0,2020-01-13
14885,14885,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.924625,100.777875,,0,0,0,0,0,0,2020-01-13
14884,14884,cbi-011,Dongtan Beach,หาดดงตาล,12.65888889,100.91577779999999,,0,0,0,0,0,0,2020-01-13
14883,14883,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89036111,100.87138890000001,96.74989557,1,9,14,18,33,75,2020-01-13
14882,14882,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.9123077,63.5,0,0,1,2,0,3,2020-01-13
14881,14881,cbi-008,Koh Sichang,เกาะสีชัง,13.14541667,100.8079167,,0,0,0,0,0,0,2020-01-13
14880,14880,cbi-007,Koh Larn,เกาะล้าน,12.91461538,100.77461540000002,,0,0,0,0,0,0,2020-01-13
14879,14879,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2020-01-13
14878,14878,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.8555,,0,0,0,0,0,0,2020-01-13
14877,14877,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.3415,100.9425,,0,0,0,0,0,0,2020-01-13
14876,14876,cbi-003,Nam Tok Khao Chao Bo Thong,วนอุทยานน้ำตกเขาเจ้าบ่อทอง,13.2505,101.376,,0,0,0,0,0,0,2020-01-13
14875,14875,cbi-002,Khao Sam Muk,เขาสามมุข,13.3083,100.90655,78.0,0,0,1,1,0,2,2020-01-13
14874,14874,cbi-001,Laem Thaen,แหลมแท่น,13.3014,100.9008,,0,0,0,0,0,0,2020-01-13
14899,14899,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.8065,,0,0,0,0,0,0,2020-01-13
14900,14900,cbi-027,Khao Yai Waterfall,น้ำตกเขาใหญ่,13.2655,101.64399999999999,,0,0,0,0,0,0,2020-01-13
14928,14928,cbi-056,Khao Pratumnak (Khao Phra Bat),เขาพระตำหนัก (เขาพระบาท),12.92055556,100.8661111,99.88888889,0,1,0,16,0,17,2020-01-13
14902,14902,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.1738,100.9195,,0,0,0,0,0,0,2020-01-13
14927,14927,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.9274,100.8758571,114.91269840000001,0,6,10,17,5,38,2020-01-13
14926,14926,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.9725,100.9755,85.0,0,0,2,0,0,2,2020-01-13
14925,14925,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.1535,100.98299999999999,298.0,0,0,0,1,0,1,2020-01-13
14924,14924,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.7755,100.90700000000001,,0,0,0,0,0,0,2020-01-13
14923,14923,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.35933333,100.9833333,,0,0,0,0,0,0,2020-01-13
14922,14922,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.1765,,0,0,0,0,0,0,2020-01-13
14921,14921,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.25185714,100.8774286,,0,0,0,0,0,0,2020-01-13
14901,14901,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,,0,0,0,0,0,0,2020-01-13
14919,14919,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.3635,100.9875,,0,0,0,0,0,0,2020-01-13
14918,14918,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.6632,100.8976,,0,0,0,0,0,0,2020-01-13
14917,14917,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.50533333,101.1653333,,0,0,0,0,0,0,2020-01-13
14916,14916,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.9956,100.9418,49.13333333,0,6,0,1,0,7,2020-01-13
14920,14920,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.3365,100.9275,,0,0,0,0,0,0,2020-01-13
14914,14914,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.2895,101.042,,0,0,0,0,0,0,2020-01-13
14915,14915,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.2985,100.9175,,0,0,0,0,0,0,2020-01-13
14904,14904,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.9725,100.8885,,0,0,0,0,0,0,2020-01-13
14905,14905,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2020-01-13
14906,14906,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.4535,101.184,,0,0,0,0,0,0,2020-01-13
14907,14907,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.9565,,0,0,0,0,0,0,2020-01-13
14903,14903,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.76422857,100.9549143,136.0,0,0,1,1,0,2,2020-01-13
14909,14909,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,,0,0,0,0,0,0,2020-01-13
14910,14910,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.1405,,0,0,0,0,0,0,2020-01-13
14911,14911,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.3665,101.2465,,0,0,0,0,0,0,2020-01-13
14912,14912,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.7895,100.9595,54.0,0,0,1,0,0,1,2020-01-13
14913,14913,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2020-01-13
14908,14908,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.8175,,0,0,0,0,0,0,2020-01-13
15056,15056,cbi-073,Wonder Farm,วันเดอร์ฟาร์ม,12.7805,100.956,,0,0,0,0,0,0,2020-01-14
15057,15057,cbi-074,Sea Turtle Conservation Center Sattahip Naval Base,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,12.6354,100.9252,58.0,0,1,0,0,0,1,2020-01-14
15058,15058,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.2845,100.9245,,0,0,0,0,0,0,2020-01-14
15059,15059,cbi-076,Elephant Park (Krathing Lai),สวนช้าง (กระทิงลาย),12.985999999999999,100.956,49.25,0,0,1,3,0,4,2020-01-14
15062,15062,cbi-079,Big Bee Garden,สวนผึ้งบิ๊กบี,12.974,100.9675,135.4659091,1,5,4,1,4,15,2020-01-14
15061,15061,cbi-078,Panarak Forest Park,สวนป่าพนารักษ์,12.9275,100.948,,0,0,0,0,0,0,2020-01-14
15063,15063,cbi-080,Nong Ta Yu Arboretum,สวนรุกขชาติหนองตาอยู่,13.1555,100.9945,,0,0,0,0,0,0,2020-01-14
15064,15064,cbi-081,Khao Kheow Open Zoo,สวนสัตว์เปิดเขาเขียว,13.205,101.055,105.05357140000001,0,19,8,2,0,29,2020-01-14
15065,15065,cbi-082,Rama IX Commemoration Public Park,สวนสาธารณะเฉลิมพระเกียรติ ร.9,13.33685714,100.9560714,,0,0,0,0,0,0,2020-01-14
15060,15060,cbi-077,Nong Nooch Tropical Botanical Garden,สวนนงนุช,12.7663871,100.9320645,135.33333330000002,0,4,2,3,0,9,2020-01-14
15055,15055,cbi-072,Silver Lake Vineyard,ไร่องุ่นซิลเวอร์เลค,12.75837037,100.9625556,71.66666667,0,5,3,1,0,9,2020-01-14
15042,15042,cbi-059,Tiffany's Show,ทิฟฟานี่โชว์,12.9485,100.887,173.25,0,1,0,2,0,3,2020-01-14
15053,15053,cbi-070,Thai Alangkarn Theatre,โรงละครไทยอลังการ,12.8505,100.9145,230.0,0,0,0,1,1,2,2020-01-14
15052,15052,cbi-069,Pilom Thai Submarine,เรือดำน้ำวิมานใต้ทะเล,12.923,100.885,,0,0,0,0,0,0,2020-01-14
15051,15051,cbi-068,Mimosa Pattaya,มิโมซ่า พัทยา,12.8395,100.912,40.0,0,1,0,0,0,1,2020-01-14
15050,15050,cbi-067,Percula Farm,เพอคูล่าฟาร์ม,12.602,100.95299999999999,,0,0,0,0,0,0,2020-01-14
15049,15049,cbi-066,Paintball Park,เพ้นท์บอลปาร์ค,12.905999999999999,100.883,,0,0,0,0,0,0,2020-01-14
15048,15048,cbi-065,Glass Art Museum,พิพิธภัณฑ์ศิลปะในขวดแก้ว,12.956,100.90700000000001,33.0,0,0,0,1,0,1,2020-01-14
15047,15047,cbi-064,Ripley's Museum,พิพิธภัณฑ์ริบลีส์,12.927999999999999,100.87799999999999,152.33333330000002,1,0,1,1,0,3,2020-01-14
15046,15046,cbi-063,Teddy Bear Museum,พิพิธภัณฑ์ตุ๊กตาหมี,12.946,100.8845,72.0,0,0,0,1,1,2,2020-01-14
15045,15045,cbi-062,Pattaya Dolphin World & Resort,พัทยาดอลฟินเวิลด์แอนด์รีสอร์ท,12.834000000000001,100.9415,66.5,0,0,2,1,0,3,2020-01-14
15044,15044,cbi-061,Pattaya Shooting Park,พัทยาชู้ทติ้ง พาร์ค,12.8635,100.9155,55.0,0,1,0,0,0,1,2020-01-14
15043,15043,cbi-060,Baan Sukhawadee,บ้านสุขาวดี,12.9815,100.9175,106.2222222,1,3,6,8,1,19,2020-01-14
15066,15066,cbi-083,Sriracha Tiger Zoo,สวนเสือศรีราชา,13.14935,101.0119,164.38828069999997,0,40,16,6,0,62,2020-01-14
15054,15054,cbi-071,Tuxedo  Magic Theatre Pattaya,โรงละครมายากล ทักซิโด้ พัทยา,12.9465,100.889,105.41666670000001,0,2,2,3,1,8,2020-01-14
15067,15067,cbi-084,Pattaya Elephant Village,หมู่บ้านช้างพัทยา,12.88072222,100.9281667,,0,0,0,0,0,0,2020-01-14
15081,15081,cbi-098,Wat Sanga See,วัดสังกะสี,13.40166667,101.0436667,,0,0,0,0,0,0,2020-01-14
15069,15069,cbi-086,Under Water World Pattaya,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,12.8965,100.8955,60.66666667,0,0,2,1,0,3,2020-01-14
15041,15041,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.86771429,100.9048571,72.98666667,0,6,2,3,0,11,2020-01-14
15094,15094,cbi-111,Royal Battleship Jakgreenrubet,เรือหลวงจักรีนฤเบศร,12.6255,100.913,,0,0,0,0,0,0,2020-01-14
15093,15093,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.6625,100.86200000000001,236.0,0,1,0,0,0,1,2020-01-14
15092,15092,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2020-01-14
15091,15091,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.9255,,0,0,0,0,0,0,2020-01-14
15090,15090,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.90428571,100.976,,0,0,0,0,0,0,2020-01-14
15089,15089,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2020-01-14
15088,15088,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.60266667,100.9606667,,0,0,0,0,0,0,2020-01-14
15087,15087,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,65.3,0,1,10,9,0,20,2020-01-14
15086,15086,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.37576923,100.97823079999999,,0,0,0,0,0,0,2020-01-14
