,Unnamed: 0,poi,pname_en,pname_th,lat,lon,travel_time,pp_last_night,pp_morning,pp_afternoon,pp_evening,pp_night,pp_all,date
10338,10338,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9002,100.7766,,0,0,0,0,0,0,2019-09-02
10337,10337,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.6415,100.92833329999999,,0,0,0,0,0,0,2019-09-02
10348,10348,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.8065,,0,0,0,0,0,0,2019-09-02
10336,10336,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.74188889,100.8405556,72.0,0,0,1,0,0,1,2019-09-02
10334,10334,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.924625,100.777875,,0,0,0,0,0,0,2019-09-02
10333,10333,cbi-011,Dongtan Beach,หาดดงตาล,12.65888889,100.91577779999999,,0,0,0,0,0,0,2019-09-02
10332,10332,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89036111,100.87138890000001,103.6440476,2,14,9,22,34,81,2019-09-02
10331,10331,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.9123077,71.0,0,0,1,0,0,1,2019-09-02
10330,10330,cbi-008,Koh Sichang,เกาะสีชัง,13.14541667,100.8079167,,0,0,0,0,0,0,2019-09-02
10329,10329,cbi-007,Koh Larn,เกาะล้าน,12.91461538,100.77461540000002,,0,0,0,0,0,0,2019-09-02
10328,10328,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2019-09-02
10327,10327,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.8555,,0,0,0,0,0,0,2019-09-02
10326,10326,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.3415,100.9425,,0,0,0,0,0,0,2019-09-02
10325,10325,cbi-003,Nam Tok Khao Chao Bo Thong,วนอุทยานน้ำตกเขาเจ้าบ่อทอง,13.2505,101.376,,0,0,0,0,0,0,2019-09-02
10324,10324,cbi-002,Khao Sam Muk,เขาสามมุข,13.3083,100.90655,,0,0,0,0,0,0,2019-09-02
10335,10335,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,233.0,0,1,0,0,0,1,2019-09-02
10349,10349,cbi-027,Khao Yai Waterfall,น้ำตกเขาใหญ่,13.2655,101.64399999999999,,0,0,0,0,0,0,2019-09-02
10323,10323,cbi-001,Laem Thaen,แหลมแท่น,13.3014,100.9008,,0,0,0,0,0,0,2019-09-02
10351,10351,cbi-029,Koh Loi Sriracha,เกาะลอยศรีราชา,13.1738,100.9195,,0,0,0,0,0,0,2019-09-02
10376,10376,cbi-055,Walking Street Pattaya,ถนนคนเดินพัทยา,12.9274,100.8758571,126.95555559999998,0,13,10,12,3,38,2019-09-02
10375,10375,cbi-054,Pattaya Sheep Farm,ฟาร์มแกะพัทยา,12.9725,100.9755,50.75,0,0,3,0,0,3,2019-09-02
10374,10374,cbi-053,J park Sriracha,เจปาร์ค ศรีราชา,13.1535,100.98299999999999,,0,0,0,0,0,0,2019-09-02
10373,10373,cbi-052,Beyond Limits park,บียอนลิมิตปาร์ค,12.7755,100.90700000000001,,0,0,0,0,0,0,2019-09-02
10372,10372,cbi-051,Phra Buddha Shihing Hall,หอพระพุทธสิหิงค์,13.35933333,100.9833333,,0,0,0,0,0,0,2019-09-02
10371,10371,cbi-050,Phra Phanusbadi Hall,หอพระพนัสบดี,13.450999999999999,101.1765,,0,0,0,0,0,0,2019-09-02
10370,10370,cbi-048,Wat Phra Kiti Chalerm (Naja Sa Tai Zi Shrine),วิหารเทพสถิตพระกิติเฉลิม (ศาลเจ้าหน่าจาซาไท้จื้อ),13.25185714,100.8774286,92.0,0,1,0,0,0,1,2019-09-02
10350,10350,cbi-028,Chan Ta Thera Waterfall,น้ำตกชันตาเถร,13.24,101.04,,0,0,0,0,0,0,2019-09-02
10368,10368,cbi-046,Wat Yai Intharam,วัดใหญ่อินทาราม,13.3635,100.9875,,0,0,0,0,0,0,2019-09-02
10367,10367,cbi-045,Wat Luang Por Yi (Wat Sattahip),วัดหลวงพ่ออี๋ (วัดสัตหีบ),12.6632,100.8976,39.0,0,1,0,0,0,1,2019-09-02
10366,10366,cbi-044,Wat Luang Phrom Was,วัดหลวงพรหมวาส,13.50533333,101.1653333,,0,0,0,0,0,0,2019-09-02
10365,10365,cbi-043,Wat Nong Ket Noi,วัดหนองเกตุน้อย,12.9956,100.9418,73.38461538,0,9,5,0,0,14,2019-09-02
10369,10369,cbi-047,Wat Ang Sila,วัดอ่างศิลา,13.3365,100.9275,,0,0,0,0,0,0,2019-09-02
10363,10363,cbi-041,Wat Pa Ampawan,วัดป่าอัมพวัน,13.2895,101.042,,0,0,0,0,0,0,2019-09-02
10364,10364,cbi-042,Wat Saen Suk Suthi Wararam,วัดแสนสุขสุทธิวราราม,13.2985,100.9175,,0,0,0,0,0,0,2019-09-02
10353,10353,cbi-031,The Sanctuary of Truth,ปราสาทสัจธรรม,12.9725,100.8885,,0,0,0,0,0,0,2019-09-02
10354,10354,cbi-032,King Rama V Memorial Chonburi,พระบรมรูปพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,13.362,100.98299999999999,,0,0,0,0,0,0,2019-09-02
10355,10355,cbi-033,Phra Phuttha Ming Muang,พระพุทธมิ่งเมือง,13.4535,101.184,,0,0,0,0,0,0,2019-09-02
10356,10356,cbi-034,Phra Phut Maha Vajira Uttamo Pas Sasada,พระพุธมหาวชิรอุตตโมภาสศาสดา,12.765,100.9565,,0,0,0,0,0,0,2019-09-02
10352,10352,cbi-030,Khao Chee Chan,เขาชีจรรย์,12.76422857,100.9549143,79.5,0,0,2,0,0,2,2019-09-02
10358,10358,cbi-036,Wat Khao Phra Phutthabat Bang Sai,วัดเขาพระพุทธบาทบางทราย,13.392000000000001,100.988,,0,0,0,0,0,0,2019-09-02
10359,10359,cbi-037,Wat Khok Phanom Dee,วัดโคกพนมดี,13.585,101.1405,,0,0,0,0,0,0,2019-09-02
10360,10360,cbi-038,Wat Chum Saeng Si Wanaram,วัดชุมแสงศรีวนาราม,13.3665,101.2465,,0,0,0,0,0,0,2019-09-02
10361,10361,cbi-039,Wat Yan Sangwararam Woramahawihan,วัดญาณสังวรารามวรมหาวิหาร,12.7895,100.9595,83.0,0,1,0,0,0,1,2019-09-02
10362,10362,cbi-040,Wat Tai Ton Lan,วัดใต้ต้นลาน,13.491,101.181,,0,0,0,0,0,0,2019-09-02
10357,10357,cbi-035,Phra Jutha Tucharatchathan Museum,พิพิธภัณฑ์พระจุฑาธุชราชฐาน,13.148,100.8175,,0,0,0,0,0,0,2019-09-02
10507,10507,cbi-075,Institute of Marine Science Burapha University,สถาบันวิทยาศาสตร์ทางทะเล มหาวิทยาลัยบูรพา,13.2845,100.9245,,0,0,0,0,0,0,2019-09-03
10508,10508,cbi-076,Elephant Park (Krathing Lai),สวนช้าง (กระทิงลาย),12.985999999999999,100.956,61.66666667,0,1,1,1,0,3,2019-09-03
10509,10509,cbi-077,Nong Nooch Tropical Botanical Garden,สวนนงนุช,12.7663871,100.9320645,55.31666667,0,4,6,0,0,10,2019-09-03
10510,10510,cbi-078,Panarak Forest Park,สวนป่าพนารักษ์,12.9275,100.948,,0,0,0,0,0,0,2019-09-03
10513,10513,cbi-081,Khao Kheow Open Zoo,สวนสัตว์เปิดเขาเขียว,13.205,101.055,154.0350877,0,11,10,0,0,21,2019-09-03
10512,10512,cbi-080,Nong Ta Yu Arboretum,สวนรุกขชาติหนองตาอยู่,13.1555,100.9945,,0,0,0,0,0,0,2019-09-03
10514,10514,cbi-082,Rama IX Commemoration Public Park,สวนสาธารณะเฉลิมพระเกียรติ ร.9,13.33685714,100.9560714,,0,0,0,0,0,0,2019-09-03
10515,10515,cbi-083,Sriracha Tiger Zoo,สวนเสือศรีราชา,13.14935,101.0119,131.1435185,0,27,21,5,0,53,2019-09-03
10516,10516,cbi-084,Pattaya Elephant Village,หมู่บ้านช้างพัทยา,12.88072222,100.9281667,190.0,0,0,0,0,1,1,2019-09-03
10511,10511,cbi-079,Big Bee Garden,สวนผึ้งบิ๊กบี,12.974,100.9675,101.61111109999999,0,5,5,2,0,12,2019-09-03
10506,10506,cbi-074,Sea Turtle Conservation Center Sattahip Naval Base,ศูนย์อนุรักษ์พันธุ์เต่าทะเล ฐานทัพเรือสัตหีบ,12.6354,100.9252,,0,0,0,0,0,0,2019-09-03
10493,10493,cbi-061,Pattaya Shooting Park,พัทยาชู้ทติ้ง พาร์ค,12.8635,100.9155,,0,0,0,0,0,0,2019-09-03
10504,10504,cbi-072,Silver Lake Vineyard,ไร่องุ่นซิลเวอร์เลค,12.75837037,100.9625556,70.93333333,0,6,4,1,0,11,2019-09-03
10503,10503,cbi-071,Tuxedo  Magic Theatre Pattaya,โรงละครมายากล ทักซิโด้ พัทยา,12.9465,100.889,124.16666670000001,0,2,3,4,1,10,2019-09-03
10502,10502,cbi-070,Thai Alangkarn Theatre,โรงละครไทยอลังการ,12.8505,100.9145,,0,0,0,0,0,0,2019-09-03
10501,10501,cbi-069,Pilom Thai Submarine,เรือดำน้ำวิมานใต้ทะเล,12.923,100.885,,0,0,0,0,0,0,2019-09-03
10500,10500,cbi-068,Mimosa Pattaya,มิโมซ่า พัทยา,12.8395,100.912,121.0,0,0,0,1,0,1,2019-09-03
10499,10499,cbi-067,Percula Farm,เพอคูล่าฟาร์ม,12.602,100.95299999999999,,0,0,0,0,0,0,2019-09-03
10498,10498,cbi-066,Paintball Park,เพ้นท์บอลปาร์ค,12.905999999999999,100.883,,0,0,0,0,0,0,2019-09-03
10497,10497,cbi-065,Glass Art Museum,พิพิธภัณฑ์ศิลปะในขวดแก้ว,12.956,100.90700000000001,111.0,0,1,0,0,0,1,2019-09-03
10496,10496,cbi-064,Ripley's Museum,พิพิธภัณฑ์ริบลีส์,12.927999999999999,100.87799999999999,99.0,0,0,3,2,1,6,2019-09-03
10495,10495,cbi-063,Teddy Bear Museum,พิพิธภัณฑ์ตุ๊กตาหมี,12.946,100.8845,57.25,0,0,2,1,0,3,2019-09-03
10494,10494,cbi-062,Pattaya Dolphin World & Resort,พัทยาดอลฟินเวิลด์แอนด์รีสอร์ท,12.834000000000001,100.9415,54.0,0,0,0,1,0,1,2019-09-03
10517,10517,cbi-085,Bali Hai Cape,แหลมบาลีฮาย,12.92672727,100.86690909999999,88.66666667,0,0,2,4,0,6,2019-09-03
10505,10505,cbi-073,Wonder Farm,วันเดอร์ฟาร์ม,12.7805,100.956,66.0,0,0,1,0,0,1,2019-09-03
10518,10518,cbi-086,Under Water World Pattaya,อันเดอร์ วอเตอร์ เวิล์ด พัทยา,12.8965,100.8955,91.0,0,4,0,1,0,5,2019-09-03
10531,10531,cbi-099,Vihara Xian (Anekkuson Sala),วิหารเซียน (เอนกกุศลศาลา),12.786875,100.954875,,0,0,0,0,0,0,2019-09-03
10520,10520,cbi-088,Bang Phra Reservoir,อ่างเก็บน้ำบางพระ (เขตห้ามล่าสัตว์ป่าอ่างเก็บน้ำบางพระ),13.22985714,100.99571429999999,,0,0,0,0,0,0,2019-09-03
10492,10492,cbi-060,Baan Sukhawadee,บ้านสุขาวดี,12.9815,100.9175,90.87828947,0,1,9,15,2,27,2019-09-03
10544,10544,cbi-112,Astroscience Center,ศูนย์วิทยาศาสตร์ ดาราศาสตร์,13.338,100.955,,0,0,0,0,0,0,2019-09-03
10543,10543,cbi-111,Royal Battleship Jakgreenrubet,เรือหลวงจักรีนฤเบศร,12.6255,100.913,,0,0,0,0,0,0,2019-09-03
10542,10542,cbi-110,Marine Corps Museum,พิพิธภัณฑ์นาวิกโยธิน,12.6625,100.86200000000001,,0,0,0,0,0,0,2019-09-03
10541,10541,cbi-109,Thai Island and Sea Natural History Museum (Khao Ma Jo),พิพิธภัณฑ์ธรรมชาติวิทยาเกาะและทะเลไทย (เขาหมาจอ),12.602,100.95,,0,0,0,0,0,0,2019-09-03
10540,10540,cbi-108,Red Building Chaloem Phra Kiat Museum,ตึกแดงพิพิธภัณฑ์เฉลิมพระเกียรติ,13.34,100.9255,,0,0,0,0,0,0,2019-09-03
10539,10539,cbi-107,Three Kingdoms Park,อุทยานสามก๊ก,12.90428571,100.976,,0,0,0,0,0,0,2019-09-03
10538,10538,cbi-106,Eastern Art and Culture Hall Burapha University,หอศิลปะและวัฒนธรรมภาคตะวันออก มหาวิทยาลัยบูรพา,13.285,100.925,,0,0,0,0,0,0,2019-09-03
10537,10537,cbi-105,Chong Samae San Village,หมู่บ้านช่องแสมสาร,12.60266667,100.9606667,,0,0,0,0,0,0,2019-09-03
10536,10536,cbi-104,Karen Village,หมู่บ้านกะเหรี่ยง คอยาว จำลอง,12.877,100.91,50.16129032,0,3,22,6,0,31,2019-09-03
10535,10535,cbi-103,Chollamarkwithi Bridge 84 Years,สะพานชลมารควิถี 84 พรรษา จ.ชลบุรี,13.37576923,100.97823079999999,,0,0,0,0,0,0,2019-09-03
10519,10519,cbi-087,Alcazar Show,อัลคาซาร์โชว์,12.9425,100.8885,99.93055556,0,2,2,12,8,24,2019-09-03
10534,10534,cbi-102,4D Replica Ceremonial Ship Show Center,ศูนย์แสดงเรือพระราชพิธีจำลอง 4 มิติ,12.9335,100.904,,0,0,0,0,0,0,2019-09-03
10532,10532,cbi-100,Chao Por Khao Yai Shrine,ศาลเจ้าพ่อเขาใหญ่,13.168,100.8065,,0,0,0,0,0,0,2019-09-03
10530,10530,cbi-098,Wat Sanga See,วัดสังกะสี,13.40166667,101.0436667,,0,0,0,0,0,0,2019-09-03
10529,10529,cbi-097,Wat Thamnimit,วัดธรรมนิมิตต์,13.3762,101.0006,,0,0,0,0,0,0,2019-09-03
10528,10528,cbi-096,Mini Town,เมืองจำลอง,12.95354545,100.9098636,130.37142859999997,0,3,2,4,2,11,2019-09-03
10527,10527,cbi-095,Thai House Museum,พิพิธภัณฑ์เรือนไทย,13.43725,101.052,,0,0,0,0,0,0,2019-09-03
10526,10526,cbi-094,Nong Mon Market,ตลาดหนองมน,13.2808,100.9356,36.5,0,2,0,0,0,2,2019-09-03
10525,10525,cbi-093,Ang Sila Old Market 133 years old,ตลาดเก่าอ่างศิลา 133 ปี,13.341,100.92671429999999,,0,0,0,0,0,0,2019-09-03
10524,10524,cbi-092,Ban Cha Ngao Chinese Community,ชุมชนจีนบ้านชากแง้ว,12.832625,100.96475,,0,0,0,0,0,0,2019-09-03
10523,10523,cbi-091,Million Years Stone Park and Pattaya Crocodile Farm,อุทยานหินล้านปีและฟาร์มจระเข้พัทยา,12.956875,100.941125,98.1875,0,5,4,3,0,12,2019-09-03
10522,10522,cbi-090,Easy Kart Pattaya,อีซี่คาร์ท พัทยา,12.92266667,100.8676667,135.22222219999998,0,1,2,13,2,18,2019-09-03
10521,10521,cbi-089,Map Prachan Reservoir,อ่างเก็บน้ำมาบประชัน,12.93417895,100.9641579,160.8787879,0,11,2,0,0,13,2019-09-03
10533,10533,cbi-101,Phanus Nikhom Exhibition Center,ศูนย์จักสานพนัสนิคม,13.455,101.1795,,0,0,0,0,0,0,2019-09-03
10491,10491,cbi-059,Tiffany's Show,ทิฟฟานี่โชว์,12.9485,100.887,107.0,0,0,0,2,0,2,2019-09-03
10490,10490,cbi-058,Pattaya Floating Market,ตลาดน้ำสี่ภาค,12.86771429,100.9048571,119.08571429999999,0,2,10,4,0,16,2019-09-03
10434,10434,cbi-001,Laem Thaen,แหลมแท่น,13.3014,100.9008,,0,0,0,0,0,0,2019-09-03
10459,10459,cbi-026,Tham Phang Beach,หาดถ้ำพัง อ่าวอัษฎางค์,13.145,100.8065,,0,0,0,0,0,0,2019-09-03
10458,10458,cbi-025,Khao Cha-ang Ha Yod Cave,ถ้ำเขาชะอางค์ห้ายอด,13.16125,101.5970833,,0,0,0,0,0,0,2019-09-03
10457,10457,cbi-024,Khao Cha-ang Song Krueng Cave,ถ้ำเขาชะอางค์ทรงเครื่อง,13.1995,101.58,,0,0,0,0,0,0,2019-09-03
10456,10456,cbi-023,Samae Beach (Koh Larn),หาดแสม (เกาะล้าน),12.91108333,100.7695,,0,0,0,0,0,0,2019-09-03
10455,10455,cbi-022,Wonnapa Beach,หาดวอนนภา,13.26833333,100.9233333,,0,0,0,0,0,0,2019-09-03
10454,10454,cbi-021,Wong Amat Beach,หาดวงศ์อำมาตย์,12.96235294,100.8833529,140.0,0,0,0,5,4,9,2019-09-03
10453,10453,cbi-020,Wong Phra Chan Beach,หาดวงพระจันทร์,12.9725,100.8925,108.75,0,2,1,0,0,3,2019-09-03
10452,10452,cbi-019,Yin Yom Beach,หาดยินยอม,12.90844444,100.85677779999999,134.1666667,0,2,2,1,0,5,2019-09-03
10451,10451,cbi-018,Pattaya Beach,หาดพัทยา,12.9375,100.8814167,106.01666670000002,0,6,14,8,2,30,2019-09-03
10450,10450,cbi-017,Nang Ram Beach,หาดนางรำ,12.61466667,100.9216667,,0,0,0,0,0,0,2019-09-03
10449,10449,cbi-016,Nual Beach (Koh Larn),หาดนวล (เกาะล้าน),12.9002,100.7766,,0,0,0,0,0,0,2019-09-03
10448,10448,cbi-015,Thian Thale Beach,หาดเทียนทะเล,12.6415,100.92833329999999,,0,0,0,0,0,0,2019-09-03
10447,10447,cbi-014,Sai Kaew Beach,หาดทรายแก้ว,12.74188889,100.8405556,,0,0,0,0,0,0,2019-09-03
10446,10446,cbi-013,Toei Ngam Beach,หาดเตยงาม,12.669,100.861,,0,0,0,0,0,0,2019-09-03
10445,10445,cbi-012,Tawaen Beach (Koh Larn),หาดตาแหวน (เกาะล้าน),12.924625,100.777875,,0,0,0,0,0,0,2019-09-03
10444,10444,cbi-011,Dongtan Beach,หาดดงตาล,12.65888889,100.91577779999999,,0,0,0,0,0,0,2019-09-03
10443,10443,cbi-010,Jomtien Beach,หาดจอมเทียน,12.89036111,100.87138890000001,138.0686975,1,15,12,22,33,83,2019-09-03
10442,10442,cbi-009,Baan Amphur Beach,ชายหาดบ้านอำเภอ,12.809000000000001,100.9123077,68.91666667,0,1,1,2,2,6,2019-09-03
10441,10441,cbi-008,Koh Sichang,เกาะสีชัง,13.14541667,100.8079167,,0,0,0,0,0,0,2019-09-03
10440,10440,cbi-007,Koh Larn,เกาะล้าน,12.91461538,100.77461540000002,,0,0,0,0,0,0,2019-09-03
10439,10439,cbi-006,Koh Klung Badan,เกาะกลึงบาดาล,12.895,100.675,,0,0,0,0,0,0,2019-09-03
10438,10438,cbi-005,Aow Thung Prong,อ่าวทุ่งโปรง,12.693,100.8555,,0,0,0,0,0,0,2019-09-03
10437,10437,cbi-004,Center for Nature and Conservation of Mangrove Forest for Ecotourism,ศูนย์ศึกษาธรรมชาติและอนุรักษ์ป่าชายเลนเพื่อการท่องเที่ยวเชิงนิเวศ,13.3415,100.9425,,0,0,0,0,0,0,2019-09-03
